filename,dataset_id,sensor_id,frame_idx,col1,col2,col3
145044_fa2sd4a06W152AIR_420_1626155724_1626155908_31_obstacle.txt,145044,fa2sd4a06W152AIR,19,0,0,0
145044_fa2sd4a06W152AIR_420_1626155724_1626155908_31_obstacle.txt,145044,fa2sd4a06W152AIR,20,0,0,0
145044_fa2sd4a06W152AIR_420_1626155724_1626155908_31_obstacle.txt,145044,fa2sd4a06W152AIR,21,1,0,0
145044_fa2sd4a06W152AIR_420_1626155724_1626155908_31_obstacle.txt,145044,fa2sd4a06W152AIR,22,0,0,0
145044_fa2sd4a06W152AIR_420_1626155724_1626155908_31_obstacle.txt,145044,fa2sd4a06W152AIR,23,0,0,0
145046_fa2sd4a06W152AIR_420_1626156703_1626157310_223_obstacle.txt,145046,fa2sd4a06W152AIR,1,0,0,0
145046_fa2sd4a06W152AIR_420_1626156703_1626157310_223_obstacle.txt,145046,fa2sd4a06W152AIR,2,0,0,0
145046_fa2sd4a06W152AIR_420_1626156703_1626157310_223_obstacle.txt,145046,fa2sd4a06W152AIR,3,0,0,0
145046_fa2sd4a06W152AIR_420_1626156703_1626157310_223_obstacle.txt,145046,fa2sd4a06W152AIR,4,0,1,0
145046_fa2sd4a06W152AIR_420_1626156703_1626157310_223_obstacle.txt,145046,fa2sd4a06W152AIR,5,0,1,0
145046_fa2sd4a06W152AIR_420_1626156703_1626157310_223_obstacle.txt,145046,fa2sd4a06W152AIR,6,0,1,0
145046_fa2sd4a06W152AIR_420_1626156703_1626157310_223_obstacle.txt,145046,fa2sd4a06W152AIR,7,0,0,0
145046_fa2sd4a06W152AIR_420_1626156703_1626157310_223_obstacle.txt,145046,fa2sd4a06W152AIR,8,0,1,0
145046_fa2sd4a06W152AIR_420_1626156703_1626157310_223_obstacle.txt,145046,fa2sd4a06W152AIR,9,0,0,0
145046_fa2sd4a06W152AIR_420_1626156703_1626157310_223_obstacle.txt,145046,fa2sd4a06W152AIR,10,0,1,0
145046_fa2sd4a06W152AIR_420_1626156703_1626157310_223_obstacle.txt,145046,fa2sd4a06W152AIR,11,0,0,0
145046_fa2sd4a06W152AIR_420_1626156703_1626157310_223_obstacle.txt,145046,fa2sd4a06W152AIR,12,0,1,0
145046_fa2sd4a06W152AIR_420_1626156703_1626157310_223_obstacle.txt,145046,fa2sd4a06W152AIR,13,0,0,0
145046_fa2sd4a06W152AIR_420_1626156703_1626157310_223_obstacle.txt,145046,fa2sd4a06W152AIR,14,0,1,0
145046_fa2sd4a06W152AIR_420_1626156703_1626157310_223_obstacle.txt,145046,fa2sd4a06W152AIR,15,0,0,0
145046_fa2sd4a06W152AIR_420_1626156703_1626157310_223_obstacle.txt,145046,fa2sd4a06W152AIR,16,0,0,0
145046_fa2sd4a06W152AIR_420_1626156703_1626157310_223_obstacle.txt,145046,fa2sd4a06W152AIR,17,0,1,0
145046_fa2sd4a06W152AIR_420_1626156703_1626157310_223_obstacle.txt,145046,fa2sd4a06W152AIR,18,0,1,0
145046_fa2sd4a06W152AIR_420_1626156703_1626157310_223_obstacle.txt,145046,fa2sd4a06W152AIR,19,0,0,0
145046_fa2sd4a06W152AIR_420_1626156703_1626157310_223_obstacle.txt,145046,fa2sd4a06W152AIR,20,0,1,0
145046_fa2sd4a06W152AIR_420_1626156703_1626157310_223_obstacle.txt,145046,fa2sd4a06W152AIR,21,0,0,0
145046_fa2sd4a06W152AIR_420_1626156703_1626157310_223_obstacle.txt,145046,fa2sd4a06W152AIR,22,0,0,0
145046_fa2sd4a06W152AIR_420_1626156703_1626157310_223_obstacle.txt,145046,fa2sd4a06W152AIR,23,0,0,0
145047_fa2sd4a08E154AIR_420_1626239765_1626240189_263_obstacle.txt,145047,fa2sd4a08E154AIR,1,0,0,1
145047_fa2sd4a08E154AIR_420_1626239765_1626240189_263_obstacle.txt,145047,fa2sd4a08E154AIR,2,0,0,1
145047_fa2sd4a08E154AIR_420_1626239765_1626240189_263_obstacle.txt,145047,fa2sd4a08E154AIR,3,0,0,0
145050_fa2sd4a09S151AIR_420_1626164593_1626164733_259_obstacle.txt,145050,fa2sd4a09S151AIR,1,0,0,1
145053_fa2sd4a09S151AIR_420_1626165406_1626165535_56_obstacle.txt,145053,fa2sd4a09S151AIR,1,0,0,0
145053_fa2sd4a09S151AIR_420_1626165406_1626165535_56_obstacle.txt,145053,fa2sd4a09S151AIR,2,0,0,0
145053_fa2sd4a09S151AIR_420_1626165406_1626165535_56_obstacle.txt,145053,fa2sd4a09S151AIR,3,0,0,0
145053_fa2sd4a09S151AIR_420_1626165406_1626165535_56_obstacle.txt,145053,fa2sd4a09S151AIR,4,0,0,0
145053_fa2sd4a09S151AIR_420_1626165406_1626165535_56_obstacle.txt,145053,fa2sd4a09S151AIR,5,0,1,0
145053_fa2sd4a09S151AIR_420_1626165406_1626165535_56_obstacle.txt,145053,fa2sd4a09S151AIR,6,0,1,0
145053_fa2sd4a09S151AIR_420_1626165406_1626165535_56_obstacle.txt,145053,fa2sd4a09S151AIR,7,0,1,0
145053_fa2sd4a09S151AIR_420_1626165406_1626165535_56_obstacle.txt,145053,fa2sd4a09S151AIR,8,0,1,0
145053_fa2sd4a09S151AIR_420_1626165406_1626165535_56_obstacle.txt,145053,fa2sd4a09S151AIR,9,0,0,0
145053_fa2sd4a09S151AIR_420_1626165406_1626165535_56_obstacle.txt,145053,fa2sd4a09S151AIR,10,0,0,0
145053_fa2sd4a09S151AIR_420_1626165406_1626165535_56_obstacle.txt,145053,fa2sd4a09S151AIR,11,0,0,0
145054_fa2sd4a09S151AIR_420_1626165535_1626165806_151_obstacle.txt,145054,fa2sd4a09S151AIR,1,0,0,0
145054_fa2sd4a09S151AIR_420_1626165535_1626165806_151_obstacle.txt,145054,fa2sd4a09S151AIR,2,0,0,0
145054_fa2sd4a09S151AIR_420_1626165535_1626165806_151_obstacle.txt,145054,fa2sd4a09S151AIR,3,0,0,0
145054_fa2sd4a09S151AIR_420_1626165535_1626165806_151_obstacle.txt,145054,fa2sd4a09S151AIR,4,1,1,0
145054_fa2sd4a09S151AIR_420_1626165535_1626165806_151_obstacle.txt,145054,fa2sd4a09S151AIR,5,0,0,0
145054_fa2sd4a09S151AIR_420_1626165535_1626165806_151_obstacle.txt,145054,fa2sd4a09S151AIR,6,1,1,0
145056_fa2sd4a09S151AIR_420_1626166810_1626167049_114_obstacle.txt,145056,fa2sd4a09S151AIR,1,0,0,1
145056_fa2sd4a09S151AIR_420_1626166810_1626167049_114_obstacle.txt,145056,fa2sd4a09S151AIR,2,0,0,1
145056_fa2sd4a09S151AIR_420_1626166810_1626167049_114_obstacle.txt,145056,fa2sd4a09S151AIR,3,0,0,1
145056_fa2sd4a09S151AIR_420_1626166810_1626167049_114_obstacle.txt,145056,fa2sd4a09S151AIR,4,0,0,0
145056_fa2sd4a09S151AIR_420_1626166810_1626167049_114_obstacle.txt,145056,fa2sd4a09S151AIR,5,0,0,1
145056_fa2sd4a09S151AIR_420_1626166810_1626167049_114_obstacle.txt,145056,fa2sd4a09S151AIR,6,0,0,0
145056_fa2sd4a09S151AIR_420_1626166810_1626167049_114_obstacle.txt,145056,fa2sd4a09S151AIR,7,0,0,1
145056_fa2sd4a09S151AIR_420_1626166810_1626167049_114_obstacle.txt,145056,fa2sd4a09S151AIR,8,0,0,1
145056_fa2sd4a09S151AIR_420_1626166810_1626167049_114_obstacle.txt,145056,fa2sd4a09S151AIR,9,0,0,0
145056_fa2sd4a09S151AIR_420_1626166810_1626167049_114_obstacle.txt,145056,fa2sd4a09S151AIR,10,0,0,0
145056_fa2sd4a09S151AIR_420_1626166810_1626167049_114_obstacle.txt,145056,fa2sd4a09S151AIR,11,0,0,1
145056_fa2sd4a09S151AIR_420_1626166810_1626167049_114_obstacle.txt,145056,fa2sd4a09S151AIR,12,0,0,1
145056_fa2sd4a09S151AIR_420_1626166810_1626167049_114_obstacle.txt,145056,fa2sd4a09S151AIR,13,0,0,1
145056_fa2sd4a09S151AIR_420_1626166810_1626167049_114_obstacle.txt,145056,fa2sd4a09S151AIR,14,0,0,0
145056_fa2sd4a09S151AIR_420_1626166810_1626167049_114_obstacle.txt,145056,fa2sd4a09S151AIR,15,0,0,0
145056_fa2sd4a09S151AIR_420_1626166810_1626167049_114_obstacle.txt,145056,fa2sd4a09S151AIR,16,0,0,0
145057_fa2sd4a09S151AIR_420_1626166384_1626166810_215_obstacle.txt,145057,fa2sd4a09S151AIR,1,1,0,0
145057_fa2sd4a09S151AIR_420_1626166384_1626166810_215_obstacle.txt,145057,fa2sd4a09S151AIR,2,0,0,0
145409_fa2sd4a10W152AIR_420_1626159838_1626160089_93_obstacle.txt,145409,fa2sd4a10W152AIR,1,0,1,0
145409_fa2sd4a10W152AIR_420_1626159838_1626160089_93_obstacle.txt,145409,fa2sd4a10W152AIR,2,0,0,0
145409_fa2sd4a10W152AIR_420_1626159838_1626160089_93_obstacle.txt,145409,fa2sd4a10W152AIR,3,0,0,0
145409_fa2sd4a10W152AIR_420_1626159838_1626160089_93_obstacle.txt,145409,fa2sd4a10W152AIR,4,0,1,0
145411_fa2sd4a10W152AIR_420_1626160257_1626160533_250_obstacle.txt,145411,fa2sd4a10W152AIR,1,0,1,1
145411_fa2sd4a10W152AIR_420_1626160257_1626160533_250_obstacle.txt,145411,fa2sd4a10W152AIR,2,0,0,0
145411_fa2sd4a10W152AIR_420_1626160257_1626160533_250_obstacle.txt,145411,fa2sd4a10W152AIR,3,0,1,1
145412_fa2sd4a10W152AIR_420_1626160712_1626161037_235_obstacle.txt,145412,fa2sd4a10W152AIR,1,0,0,0
145412_fa2sd4a10W152AIR_420_1626160712_1626161037_235_obstacle.txt,145412,fa2sd4a10W152AIR,2,0,0,0
145412_fa2sd4a10W152AIR_420_1626160712_1626161037_235_obstacle.txt,145412,fa2sd4a10W152AIR,3,0,0,1
145412_fa2sd4a10W152AIR_420_1626160712_1626161037_235_obstacle.txt,145412,fa2sd4a10W152AIR,4,0,0,0
145412_fa2sd4a10W152AIR_420_1626160712_1626161037_235_obstacle.txt,145412,fa2sd4a10W152AIR,5,0,0,0
145412_fa2sd4a10W152AIR_420_1626160712_1626161037_235_obstacle.txt,145412,fa2sd4a10W152AIR,6,0,0,0
145412_fa2sd4a10W152AIR_420_1626160712_1626161037_235_obstacle.txt,145412,fa2sd4a10W152AIR,7,0,0,0
145412_fa2sd4a10W152AIR_420_1626160712_1626161037_235_obstacle.txt,145412,fa2sd4a10W152AIR,8,0,0,1
145412_fa2sd4a10W152AIR_420_1626160712_1626161037_235_obstacle.txt,145412,fa2sd4a10W152AIR,9,0,0,0
145412_fa2sd4a10W152AIR_420_1626160712_1626161037_235_obstacle.txt,145412,fa2sd4a10W152AIR,10,0,0,0
145412_fa2sd4a10W152AIR_420_1626160712_1626161037_235_obstacle.txt,145412,fa2sd4a10W152AIR,11,0,0,0
145412_fa2sd4a10W152AIR_420_1626160712_1626161037_235_obstacle.txt,145412,fa2sd4a10W152AIR,12,0,0,0
145412_fa2sd4a10W152AIR_420_1626160712_1626161037_235_obstacle.txt,145412,fa2sd4a10W152AIR,13,0,0,1
145412_fa2sd4a10W152AIR_420_1626160712_1626161037_235_obstacle.txt,145412,fa2sd4a10W152AIR,14,0,0,0
145412_fa2sd4a10W152AIR_420_1626160712_1626161037_235_obstacle.txt,145412,fa2sd4a10W152AIR,15,0,0,0
145412_fa2sd4a10W152AIR_420_1626160712_1626161037_235_obstacle.txt,145412,fa2sd4a10W152AIR,16,0,0,0
145412_fa2sd4a10W152AIR_420_1626160712_1626161037_235_obstacle.txt,145412,fa2sd4a10W152AIR,17,0,0,0
145415_fa2sd4a10W152AIR_420_1626161960_1626162131_215_obstacle.txt,145415,fa2sd4a10W152AIR,1,0,0,0
145415_fa2sd4a10W152AIR_420_1626161960_1626162131_215_obstacle.txt,145415,fa2sd4a10W152AIR,2,0,1,1
145415_fa2sd4a10W152AIR_420_1626161960_1626162131_215_obstacle.txt,145415,fa2sd4a10W152AIR,3,0,1,1
145415_fa2sd4a10W152AIR_420_1626161960_1626162131_215_obstacle.txt,145415,fa2sd4a10W152AIR,4,0,1,1
145415_fa2sd4a10W152AIR_420_1626161960_1626162131_215_obstacle.txt,145415,fa2sd4a10W152AIR,5,0,1,1
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_145_obstacle.txt,145420,fa2sd4a13W152AIR,1,0,1,0
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_145_obstacle.txt,145420,fa2sd4a13W152AIR,2,0,1,0
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_145_obstacle.txt,145420,fa2sd4a13W152AIR,3,0,0,0
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_145_obstacle.txt,145420,fa2sd4a13W152AIR,4,0,1,0
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_145_obstacle.txt,145420,fa2sd4a13W152AIR,5,0,0,0
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_145_obstacle.txt,145420,fa2sd4a13W152AIR,6,0,0,0
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_145_obstacle.txt,145420,fa2sd4a13W152AIR,7,0,0,0
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_145_obstacle.txt,145420,fa2sd4a13W152AIR,8,0,1,0
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_145_obstacle.txt,145420,fa2sd4a13W152AIR,9,0,1,0
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_145_obstacle.txt,145420,fa2sd4a13W152AIR,10,0,0,0
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_145_obstacle.txt,145420,fa2sd4a13W152AIR,11,0,0,0
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_145_obstacle.txt,145420,fa2sd4a13W152AIR,12,0,1,0
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_145_obstacle.txt,145420,fa2sd4a13W152AIR,13,0,1,0
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_145_obstacle.txt,145420,fa2sd4a13W152AIR,14,0,0,0
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_180_obstacle.txt,145420,fa2sd4a13W152AIR,1,0,0,0
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_180_obstacle.txt,145420,fa2sd4a13W152AIR,2,0,0,0
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_180_obstacle.txt,145420,fa2sd4a13W152AIR,3,0,0,1
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_180_obstacle.txt,145420,fa2sd4a13W152AIR,4,0,0,1
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_180_obstacle.txt,145420,fa2sd4a13W152AIR,5,0,0,0
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_180_obstacle.txt,145420,fa2sd4a13W152AIR,6,0,0,0
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_180_obstacle.txt,145420,fa2sd4a13W152AIR,7,0,0,1
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_180_obstacle.txt,145420,fa2sd4a13W152AIR,8,0,0,1
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_180_obstacle.txt,145420,fa2sd4a13W152AIR,9,0,0,1
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_180_obstacle.txt,145420,fa2sd4a13W152AIR,10,0,0,0
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_180_obstacle.txt,145420,fa2sd4a13W152AIR,11,0,0,1
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_180_obstacle.txt,145420,fa2sd4a13W152AIR,12,0,0,0
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_180_obstacle.txt,145420,fa2sd4a13W152AIR,13,0,0,0
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_180_obstacle.txt,145420,fa2sd4a13W152AIR,14,0,0,0
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_180_obstacle.txt,145420,fa2sd4a13W152AIR,15,0,0,1
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_52_obstacle.txt,145420,fa2sd4a13W152AIR,1,0,0,0
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_52_obstacle.txt,145420,fa2sd4a13W152AIR,2,0,0,0
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_52_obstacle.txt,145420,fa2sd4a13W152AIR,3,0,0,0
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_52_obstacle.txt,145420,fa2sd4a13W152AIR,4,0,0,0
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_52_obstacle.txt,145420,fa2sd4a13W152AIR,5,0,1,0
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_52_obstacle.txt,145420,fa2sd4a13W152AIR,6,0,0,0
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_52_obstacle.txt,145420,fa2sd4a13W152AIR,7,0,1,0
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_52_obstacle.txt,145420,fa2sd4a13W152AIR,8,0,0,0
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_52_obstacle.txt,145420,fa2sd4a13W152AIR,9,0,0,0
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_52_obstacle.txt,145420,fa2sd4a13W152AIR,10,0,0,0
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_52_obstacle.txt,145420,fa2sd4a13W152AIR,11,0,0,0
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_52_obstacle.txt,145420,fa2sd4a13W152AIR,12,0,0,0
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_52_obstacle.txt,145420,fa2sd4a13W152AIR,13,0,1,0
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_52_obstacle.txt,145420,fa2sd4a13W152AIR,14,0,0,0
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_52_obstacle.txt,145420,fa2sd4a13W152AIR,15,0,0,0
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_52_obstacle.txt,145420,fa2sd4a13W152AIR,16,0,0,0
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_52_obstacle.txt,145420,fa2sd4a13W152AIR,17,0,0,0
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_52_obstacle.txt,145420,fa2sd4a13W152AIR,18,0,0,0
145420_fa2sd4a13W152AIR_420_1626245124_1626245482_52_obstacle.txt,145420,fa2sd4a13W152AIR,19,0,0,0
1632_fa2sd4a11North151_420_1613716796_1613719782_162_obstacle.txt,1632,fa2sd4a11North151,1,0,1,0
1632_fa2sd4a11North151_420_1613716796_1613719782_162_obstacle.txt,1632,fa2sd4a11North151,2,0,0,0
1632_fa2sd4a11North151_420_1613716796_1613719782_162_obstacle.txt,1632,fa2sd4a11North151,3,0,0,0
1632_fa2sd4a11North151_420_1613716796_1613719782_162_obstacle.txt,1632,fa2sd4a11North151,4,0,0,0
1632_fa2sd4a11North151_420_1613724070_1613731267_98_obstacle.txt,1632,fa2sd4a11North151,1,1,0,0
1632_fa2sd4a11North151_420_1613724070_1613731267_98_obstacle.txt,1632,fa2sd4a11North151,2,1,0,0
1632_fa2sd4a11North151_420_1613724070_1613731267_98_obstacle.txt,1632,fa2sd4a11North151,3,1,0,0
1632_fa2sd4a11North151_420_1613724070_1613731267_98_obstacle.txt,1632,fa2sd4a11North151,4,1,0,0
1632_fa2sd4a11North151_420_1613724070_1613731267_98_obstacle.txt,1632,fa2sd4a11North151,5,0,0,0
1632_fa2sd4a11North151_420_1613724070_1613731267_98_obstacle.txt,1632,fa2sd4a11North151,6,0,0,0
1632_fa2sd4a11North151_420_1613724070_1613731267_98_obstacle.txt,1632,fa2sd4a11North151,7,0,0,0
1632_fa2sd4a11North151_420_1613724070_1613731267_98_obstacle.txt,1632,fa2sd4a11North151,8,1,0,0
1632_fa2sd4a11North151_420_1613724070_1613731267_98_obstacle.txt,1632,fa2sd4a11North151,9,1,0,0
1632_fa2sd4a11North151_420_1613724070_1613731267_98_obstacle.txt,1632,fa2sd4a11North151,10,1,0,0
1632_fa2sd4a11North151_420_1613724070_1613731267_98_obstacle.txt,1632,fa2sd4a11North151,11,1,0,0
1632_fa2sd4a11North151_420_1613724070_1613731267_98_obstacle.txt,1632,fa2sd4a11North151,12,0,0,0
1632_fa2sd4a11North151_420_1613724070_1613731267_98_obstacle.txt,1632,fa2sd4a11North151,13,0,0,0
1632_fa2sd4a11North151_420_1613724070_1613731267_98_obstacle.txt,1632,fa2sd4a11North151,14,1,0,0
1632_fa2sd4a11North151_420_1613724070_1613731267_98_obstacle.txt,1632,fa2sd4a11North151,15,0,0,0
1632_fa2sd4a11North151_420_1613724070_1613731267_98_obstacle.txt,1632,fa2sd4a11North151,16,1,0,0
1632_fa2sd4a11North151_420_1613724070_1613731267_98_obstacle.txt,1632,fa2sd4a11North151,17,0,0,0
1632_fa2sd4a11South153_420_1613719682_1613722256_247_obstacle.txt,1632,fa2sd4a11South153,1,0,0,0
1632_fa2sd4a11South153_420_1613719682_1613722256_247_obstacle.txt,1632,fa2sd4a11South153,2,0,0,0
1632_fa2sd4a11South153_420_1613719682_1613722256_247_obstacle.txt,1632,fa2sd4a11South153,3,0,0,0
1632_fa2sd4a11South153_420_1613719682_1613722256_247_obstacle.txt,1632,fa2sd4a11South153,4,1,0,0
1632_fa2sd4a11South153_420_1613719682_1613722256_247_obstacle.txt,1632,fa2sd4a11South153,5,0,0,0
1632_fa2sd4a11South153_420_1613719682_1613722256_247_obstacle.txt,1632,fa2sd4a11South153,6,0,0,0
1632_fa2sd4a11South153_420_1613719682_1613722256_247_obstacle.txt,1632,fa2sd4a11South153,7,0,0,0
1632_fa2sd4a11South153_420_1613719682_1613722256_247_obstacle.txt,1632,fa2sd4a11South153,8,0,0,0
1632_fa2sd4a11South153_420_1613719682_1613722256_247_obstacle.txt,1632,fa2sd4a11South153,9,1,0,0
1632_fa2sd4a11South153_420_1613719682_1613722256_247_obstacle.txt,1632,fa2sd4a11South153,10,1,0,0
1632_fa2sd4a11South153_420_1613719682_1613722256_247_obstacle.txt,1632,fa2sd4a11South153,11,0,0,0
1632_fa2sd4a11South153_420_1613719682_1613722256_247_obstacle.txt,1632,fa2sd4a11South153,12,0,0,0
1632_fa2sd4a11South153_420_1613719682_1613722256_247_obstacle.txt,1632,fa2sd4a11South153,13,0,0,0
1679_fa2sd4adatasetNorth151_420_1616052344_1616052648_133_obstacle.txt,1679,fa2sd4adatasetNorth151,1,0,0,0
1679_fa2sd4adatasetNorth151_420_1616052344_1616052648_133_obstacle.txt,1679,fa2sd4adatasetNorth151,2,0,0,0
1679_fa2sd4adatasetNorth151_420_1616052344_1616052648_133_obstacle.txt,1679,fa2sd4adatasetNorth151,3,0,0,0
1679_fa2sd4adatasetNorth151_420_1616052344_1616052648_133_obstacle.txt,1679,fa2sd4adatasetNorth151,4,0,0,0
1679_fa2sd4adatasetNorth151_420_1616052344_1616052648_133_obstacle.txt,1679,fa2sd4adatasetNorth151,5,0,0,0
1679_fa2sd4adatasetNorth151_420_1616052344_1616052648_133_obstacle.txt,1679,fa2sd4adatasetNorth151,6,0,0,0
1679_fa2sd4adatasetNorth151_420_1616052344_1616052648_133_obstacle.txt,1679,fa2sd4adatasetNorth151,7,0,0,0
1679_fa2sd4adatasetNorth151_420_1616052344_1616052648_133_obstacle.txt,1679,fa2sd4adatasetNorth151,8,0,0,0
